Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2022-03-26 00:00:00,USA,USA,US,320.58,377.97,48.76,27.49,
2022-03-27 00:00:00,USA,USA,US,322.16,380.28,48.44,27.33,
2022-03-28 00:00:00,USA,USA,US,336.01,397.03,45.51,26.21,
2022-03-29 00:00:00,USA,USA,US,307.73,366.08,49.36,30.58,
2022-03-30 00:00:00,USA,USA,US,301.54,358.67,50.65,31.26,
2022-03-31 00:00:00,USA,USA,US,329.61,390.18,45.98,26.06,
2022-04-01 00:00:00,USA,USA,US,332.04,392.11,46.35,26.34,
2022-04-02 00:00:00,USA,USA,US,346.28,407.33,44.53,24.14,
2022-04-03 00:00:00,USA,USA,US,317.73,374.79,49.41,28.64,
2022-04-04 00:00:00,USA,USA,US,334.94,395.27,45.89,26.80,
2022-04-05 00:00:00,USA,USA,US,330.10,391.72,45.42,26.99,
2022-04-06 00:00:00,USA,USA,US,306.71,364.95,49.47,31.06,
2022-04-07 00:00:00,USA,USA,US,308.22,367.48,48.80,30.46,
2022-04-08 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-04-09 00:00:00,USA,USA,US,326.64,385.63,47.60,28.41,
2022-04-10 00:00:00,USA,USA,US,302.19,358.59,51.22,31.91,
2022-04-11 00:00:00,USA,USA,US,334.31,395.25,45.59,27.39,
2022-04-12 00:00:00,USA,USA,US,321.59,381.52,47.22,29.19,
2022-04-13 00:00:00,USA,USA,US,317.38,376.47,47.92,29.78,
2022-04-14 00:00:00,USA,USA,US,333.58,395.49,44.84,26.33,
2022-04-15 00:00:00,USA,USA,US,318.84,376.48,48.64,29.46,
2022-04-16 00:00:00,USA,USA,US,324.82,383.28,47.71,27.99,
2022-04-17 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-04-18 00:00:00,USA,USA,US,343.36,405.80,43.67,25.16,
2022-04-19 00:00:00,USA,USA,US,326.55,385.92,47.16,29.04,
2022-04-20 00:00:00,USA,USA,US,319.26,378.26,48.08,29.64,
2022-04-21 00:00:00,USA,USA,US,335.26,395.81,45.84,27.26,
2022-04-22 00:00:00,USA,USA,US,317.54,375.54,48.66,30.10,
2022-04-23 00:00:00,USA,USA,US,301.86,357.18,51.83,32.52,
2022-04-24 00:00:00,USA,USA,US,312.85,370.29,49.79,29.93,
2022-04-25 00:00:00,USA,USA,US,332.34,394.09,45.43,26.64,
2022-04-26 00:00:00,USA,USA,US,350.35,414.85,42.28,23.28,
2022-04-27 00:00:00,USA,USA,US,324.32,384.53,47.04,27.94,
2022-04-28 00:00:00,USA,USA,US,321.69,380.78,47.85,29.06,
2022-04-29 00:00:00,USA,USA,US,306.92,364.99,49.70,30.64,
2022-04-30 00:00:00,USA,USA,US,308.77,366.88,49.56,29.56,
2022-05-01 00:00:00,USA,USA,US,316.80,374.80,48.81,28.09,
2022-05-02 00:00:00,USA,USA,US,325.36,387.02,45.89,26.52,
2022-05-03 00:00:00,USA,USA,US,343.04,408.76,42.50,23.50,
2022-05-04 00:00:00,USA,USA,US,357.86,424.67,40.33,21.51,
2022-05-05 00:00:00,USA,USA,US,356.62,421.90,41.32,22.45,
2022-05-06 00:00:00,USA,USA,US,363.19,429.62,40.12,20.96,
2022-05-07 00:00:00,USA,USA,US,321.40,381.10,47.53,27.32,
2022-05-08 00:00:00,USA,USA,US,312.92,369.81,49.93,29.32,
2022-05-09 00:00:00,USA,USA,US,305.72,362.61,50.53,31.05,
2022-05-10 00:00:00,USA,USA,US,325.40,385.92,46.65,27.91,
2022-05-11 00:00:00,USA,USA,US,336.70,400.28,43.81,25.42,
2022-05-12 00:00:00,USA,USA,US,326.05,388.33,45.49,27.19,
2022-05-13 00:00:00,USA,USA,US,339.62,404.97,42.70,24.43,
2022-05-14 00:00:00,USA,USA,US,357.14,424.94,39.80,21.13,
2022-05-15 00:00:00,USA,USA,US,348.04,413.16,42.03,22.85,
2022-05-16 00:00:00,USA,USA,US,353.19,418.51,41.43,22.86,
2022-05-17 00:00:00,USA,USA,US,333.99,396.38,44.81,26.33,
2022-05-18 00:00:00,USA,USA,US,349.40,413.93,42.30,23.81,
2022-05-19 00:00:00,USA,USA,US,345.89,410.63,42.53,24.46,
2022-05-20 00:00:00,USA,USA,US,332.64,394.82,45.24,27.18,
2022-05-21 00:00:00,USA,USA,US,342.20,405.96,43.66,24.82,
2022-05-22 00:00:00,USA,USA,US,350.17,413.76,43.12,22.81,
2022-05-23 00:00:00,USA,USA,US,354.53,418.80,42.07,22.04,
2022-05-24 00:00:00,USA,USA,US,350.14,413.59,42.92,23.18,
2022-05-25 00:00:00,USA,USA,US,325.39,386.72,46.34,26.61,
2022-05-26 00:00:00,USA,USA,US,340.55,404.28,43.56,23.98,
2022-05-27 00:00:00,USA,USA,US,351.30,415.92,42.13,22.62,
2022-05-28 00:00:00,USA,USA,US,309.84,367.89,49.61,29.03,
2022-05-29 00:00:00,USA,USA,US,297.92,353.84,51.92,31.40,
2022-05-30 00:00:00,USA,USA,US,308.23,365.90,50.19,30.85,
2022-05-31 00:00:00,USA,USA,US,342.16,405.15,44.16,26.48,
2022-06-01 00:00:00,USA,USA,US,364.42,431.76,39.71,22.01,
2022-06-02 00:00:00,USA,USA,US,375.52,444.06,37.89,19.23,
2022-06-03 00:00:00,USA,USA,US,369.00,435.76,39.42,20.24,
2022-06-04 00:00:00,USA,USA,US,350.38,413.50,42.96,22.14,
2022-06-05 00:00:00,USA,USA,US,336.24,397.06,45.81,24.91,
2022-06-06 00:00:00,USA,USA,US,356.19,420.90,41.71,22.69,
2022-06-07 00:00:00,USA,USA,US,366.81,433.84,39.35,20.75,
2022-06-08 00:00:00,USA,USA,US,361.41,428.04,39.90,21.60,
2022-06-09 00:00:00,USA,USA,US,372.36,440.59,38.11,19.72,
2022-06-10 00:00:00,USA,USA,US,364.91,432.49,39.11,20.37,
2022-06-11 00:00:00,USA,USA,US,353.83,418.98,41.49,22.34,
2022-06-12 00:00:00,USA,USA,US,352.60,416.80,42.37,23.72,
2022-06-13 00:00:00,USA,USA,US,354.24,420.43,41.10,24.54,
2022-06-14 00:00:00,USA,USA,US,355.78,421.89,41.15,25.02,
2022-06-15 00:00:00,USA,USA,US,365.39,432.90,39.64,23.69,
2022-06-16 00:00:00,USA,USA,US,374.01,442.29,38.35,22.53,
2022-06-17 00:00:00,USA,USA,US,378.10,447.23,37.31,21.19,
2022-06-18 00:00:00,USA,USA,US,351.53,415.68,42.34,24.19,
2022-06-19 00:00:00,USA,USA,US,332.62,393.13,46.16,26.53,
2022-06-20 00:00:00,USA,USA,US,344.29,407.49,43.64,25.81,
2022-06-21 00:00:00,USA,USA,US,366.66,433.09,39.72,22.40,
2022-06-22 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-06-23 00:00:00,USA,USA,US,379.38,448.77,36.95,19.89,
2022-06-24 00:00:00,USA,USA,US,366.30,435.00,38.32,21.54,
2022-06-25 00:00:00,USA,USA,US,356.96,425.36,39.07,22.23,
2022-06-26 00:00:00,USA,USA,US,350.00,417.66,40.05,22.70,
2022-06-27 00:00:00,USA,USA,US,379.16,449.25,36.11,18.90,
2022-06-28 00:00:00,USA,USA,US,378.83,448.56,36.45,18.85,
2022-06-29 00:00:00,USA,USA,US,370.03,439.15,37.55,20.02,
2022-06-30 00:00:00,USA,USA,US,363.86,431.88,38.91,21.98,
2022-07-01 00:00:00,USA,USA,US,381.89,451.82,36.28,19.62,
2022-07-02 00:00:00,USA,USA,US,382.06,451.47,36.53,18.74,
2022-07-03 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-07-04 00:00:00,USA,USA,US,356.64,421.84,41.27,23.05,
2022-07-05 00:00:00,USA,USA,US,374.55,442.67,37.99,21.27,
2022-07-06 00:00:00,USA,USA,US,388.69,460.04,35.17,18.86,
2022-07-07 00:00:00,USA,USA,US,395.23,467.58,34.07,17.42,
2022-07-08 00:00:00,USA,USA,US,395.12,467.96,33.65,16.96,
2022-07-09 00:00:00,USA,USA,US,385.03,456.28,35.27,17.66,
2022-07-10 00:00:00,USA,USA,US,374.69,443.90,37.37,18.93,
2022-07-11 00:00:00,USA,USA,US,378.84,449.31,36.23,19.08,
2022-07-12 00:00:00,USA,USA,US,383.98,455.19,35.32,19.04,
2022-07-13 00:00:00,USA,USA,US,402.90,476.87,32.17,15.85,
2022-07-14 00:00:00,USA,USA,US,389.69,462.19,34.05,17.54,
2022-07-15 00:00:00,USA,USA,US,385.35,456.85,35.16,18.17,
2022-07-16 00:00:00,USA,USA,US,385.97,456.86,35.39,17.96,
2022-07-17 00:00:00,USA,USA,US,391.57,463.37,34.38,16.78,
2022-07-18 00:00:00,USA,USA,US,396.30,470.02,32.80,16.51,
2022-07-19 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-07-20 00:00:00,USA,USA,US,391.92,464.10,34.36,19.35,
2022-07-21 00:00:00,USA,USA,US,407.07,481.32,32.07,17.01,
2022-07-22 00:00:00,USA,USA,US,401.31,473.62,33.72,18.31,
2022-07-23 00:00:00,USA,USA,US,384.48,453.49,36.99,20.90,
2022-07-24 00:00:00,USA,USA,US,387.56,456.91,36.70,20.20,
2022-07-25 00:00:00,USA,USA,US,401.93,474.14,33.66,17.51,
2022-07-26 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-07-27 00:00:00,USA,USA,US,404.64,476.84,33.52,17.06,
2022-07-28 00:00:00,USA,USA,US,402.32,475.17,33.21,17.12,
2022-07-29 00:00:00,USA,USA,US,402.30,475.59,32.79,16.12,
2022-07-30 00:00:00,USA,USA,US,393.21,465.03,34.41,16.80,
2022-07-31 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-08-01 00:00:00,USA,USA,US,392.35,462.73,35.29,18.52,
2022-08-02 00:00:00,USA,USA,US,385.06,454.72,36.40,20.30,
2022-08-03 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-08-04 00:00:00,USA,USA,US,399.95,472.63,33.36,17.59,
2022-08-05 00:00:00,USA,USA,US,401.79,475.07,32.73,16.89,
2022-08-06 00:00:00,USA,USA,US,387.77,458.67,35.23,18.92,
2022-08-07 00:00:00,USA,USA,US,392.47,463.79,34.62,18.03,
2022-08-08 00:00:00,USA,USA,US,403.94,478.31,32.15,16.26,
2022-08-09 00:00:00,USA,USA,US,412.76,488.75,30.44,14.22,
2022-08-10 00:00:00,USA,USA,US,411.20,486.83,30.52,13.77,
2022-08-11 00:00:00,USA,USA,US,399.79,473.97,32.15,14.97,
2022-08-12 00:00:00,USA,USA,US,388.43,459.83,34.77,17.10,
2022-08-13 00:00:00,USA,USA,US,381.85,450.49,37.18,18.09,
2022-08-14 00:00:00,USA,USA,US,393.24,462.25,36.05,16.79,
2022-08-15 00:00:00,USA,USA,US,389.32,459.23,35.73,17.79,
2022-08-16 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-08-17 00:00:00,USA,USA,US,401.24,473.92,32.97,15.33,
2022-08-18 00:00:00,USA,USA,US,397.03,469.31,33.58,15.77,
2022-08-19 00:00:00,USA,USA,US,390.37,461.87,34.74,17.28,
2022-08-20 00:00:00,USA,USA,US,387.20,457.91,35.37,17.77,
2022-08-21 00:00:00,USA,USA,US,396.25,467.13,34.47,15.56,
2022-08-22 00:00:00,USA,USA,US,400.69,473.02,33.21,15.35,
2022-08-23 00:00:00,USA,USA,US,407.15,480.49,32.06,14.08,
2022-08-24 00:00:00,USA,USA,US,407.06,480.96,31.78,14.61,
2022-08-25 00:00:00,USA,USA,US,408.33,482.52,31.44,14.06,
2022-08-26 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-08-27 00:00:00,USA,USA,US,371.23,440.18,37.80,19.81,
2022-08-28 00:00:00,USA,USA,US,366.40,433.88,39.07,20.85,
2022-08-29 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-08-30 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-08-31 00:00:00,USA,USA,US,404.55,479.30,31.44,14.30,
2022-09-01 00:00:00,USA,USA,US,405.68,480.03,31.55,14.34,
2022-09-02 00:00:00,USA,USA,US,395.68,468.61,33.19,16.07,
2022-09-03 00:00:00,USA,USA,US,393.10,465.65,33.51,16.49,
2022-09-04 00:00:00,USA,USA,US,392.91,465.66,33.32,15.69,
2022-09-05 00:00:00,USA,USA,US,387.11,458.76,34.49,16.18,
2022-09-06 00:00:00,USA,USA,US,395.13,469.48,32.23,15.14,
2022-09-07 00:00:00,USA,USA,US,401.43,476.11,31.50,14.94,
2022-09-08 00:00:00,USA,USA,US,387.15,459.68,33.88,16.59,
2022-09-09 00:00:00,USA,USA,US,373.89,445.10,35.70,17.91,
2022-09-10 00:00:00,USA,USA,US,380.61,451.54,35.42,16.78,
2022-09-11 00:00:00,USA,USA,US,380.08,451.06,35.54,16.43,
2022-09-12 00:00:00,USA,USA,US,386.58,459.83,33.45,15.16,
2022-09-13 00:00:00,USA,USA,US,373.26,444.77,35.63,17.08,
2022-09-14 00:00:00,USA,USA,US,349.19,416.49,40.27,21.36,
2022-09-15 00:00:00,USA,USA,US,347.20,413.15,41.25,22.17,
2022-09-16 00:00:00,USA,USA,US,354.75,420.85,40.60,21.41,
2022-09-17 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-09-18 00:00:00,USA,USA,US,353.60,419.98,40.62,21.05,
2022-09-19 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-09-20 00:00:00,USA,USA,US,372.62,443.32,36.36,18.86,
2022-09-21 00:00:00,USA,USA,US,369.70,439.68,37.02,19.47,
2022-09-22 00:00:00,USA,USA,US,369.60,439.06,37.35,18.80,
2022-09-23 00:00:00,USA,USA,US,353.43,420.00,40.16,19.90,
2022-09-24 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-09-25 00:00:00,USA,USA,US,335.63,400.95,42.27,21.27,
2022-09-26 00:00:00,USA,USA,US,351.73,419.73,39.34,19.45,
2022-09-27 00:00:00,USA,USA,US,359.29,427.72,38.58,18.27,
2022-09-28 00:00:00,USA,USA,US,349.34,416.24,40.34,19.84,
2022-09-29 00:00:00,USA,USA,US,342.63,408.07,41.82,21.36,
2022-09-30 00:00:00,USA,USA,US,341.41,406.35,42.18,21.55,
2022-10-01 00:00:00,USA,USA,US,336.25,400.62,42.80,21.07,
2022-10-02 00:00:00,USA,USA,US,341.09,406.08,41.98,20.40,
2022-10-03 00:00:00,USA,USA,US,352.57,420.55,39.11,19.04,
2022-10-04 00:00:00,USA,USA,US,363.62,433.94,36.80,16.91,
2022-10-05 00:00:00,USA,USA,US,376.94,448.25,35.13,14.95,
2022-10-06 00:00:00,USA,USA,US,373.40,443.78,36.01,16.33,
2022-10-07 00:00:00,USA,USA,US,367.90,436.52,37.64,17.64,
2022-10-08 00:00:00,USA,USA,US,370.39,438.73,37.64,17.26,
2022-10-09 00:00:00,USA,USA,US,368.05,436.09,38.01,17.51,
2022-10-10 00:00:00,USA,USA,US,373.25,444.02,35.90,16.99,
2022-10-11 00:00:00,USA,USA,US,330.08,394.82,42.97,24.60,
2022-10-12 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-10-13 00:00:00,USA,USA,US,347.52,415.62,39.52,21.26,
2022-10-14 00:00:00,USA,USA,US,349.40,416.34,40.32,21.56,
2022-10-15 00:00:00,USA,USA,US,345.24,409.94,41.93,22.44,
2022-10-16 00:00:00,USA,USA,US,345.57,409.71,42.36,22.75,
2022-10-17 00:00:00,USA,USA,US,354.73,421.31,40.05,21.48,
2022-10-18 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-10-19 00:00:00,USA,USA,US,381.40,450.79,36.33,17.92,
2022-10-20 00:00:00,USA,USA,US,367.02,434.76,38.61,20.19,
2022-10-21 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-10-22 00:00:00,USA,USA,US,303.73,362.65,48.78,29.20,
2022-10-23 00:00:00,USA,USA,US,292.33,349.96,50.38,30.48,
2022-10-24 00:00:00,USA,USA,US,320.93,383.71,44.94,26.26,
2022-10-25 00:00:00,USA,USA,US,341.00,406.02,42.07,23.17,
2022-10-26 00:00:00,USA,USA,US,358.26,425.15,39.54,20.48,
2022-10-27 00:00:00,USA,USA,US,332.82,395.69,44.19,25.09,
2022-10-28 00:00:00,USA,USA,US,356.56,422.22,40.55,21.12,
2022-10-29 00:00:00,USA,USA,US,368.28,435.21,38.83,18.14,
2022-10-30 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-10-31 00:00:00,USA,USA,US,390.70,461.99,34.40,14.95,
2022-11-01 00:00:00,USA,USA,US,353.91,420.73,40.11,20.87,
2022-11-02 00:00:00,USA,USA,US,317.53,380.82,45.03,25.94,
2022-11-03 00:00:00,USA,USA,US,305.54,367.62,46.72,27.95,
2022-11-04 00:00:00,USA,USA,US,308.21,369.47,47.08,27.99,
2022-11-05 00:00:00,USA,USA,US,310.70,371.79,46.83,26.42,
2022-11-06 00:00:00,USA,USA,US,300.37,361.57,47.54,26.94,
2022-11-07 00:00:00,USA,USA,US,335.78,402.99,41.07,21.97,
2022-11-08 00:00:00,USA,USA,US,311.93,375.60,45.21,26.09,
2022-11-09 00:00:00,USA,USA,US,312.90,375.19,46.00,26.65,
2022-11-10 00:00:00,USA,USA,US,311.39,373.07,46.42,26.66,
2022-11-11 00:00:00,USA,USA,US,316.14,378.52,45.73,26.04,
2022-11-12 00:00:00,USA,USA,US,356.78,422.40,40.92,20.48,
2022-11-13 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-11-14 00:00:00,USA,USA,US,365.68,433.61,38.98,19.90,
2022-11-15 00:00:00,USA,USA,US,387.79,459.65,34.65,15.99,
2022-11-16 00:00:00,USA,USA,US,376.23,445.75,36.99,18.42,
2022-11-17 00:00:00,USA,USA,US,362.68,430.18,39.37,20.93,
2022-11-18 00:00:00,USA,USA,US,356.60,422.41,40.98,22.70,
2022-11-19 00:00:00,USA,USA,US,359.52,425.54,40.70,21.83,
2022-11-20 00:00:00,USA,USA,US,371.86,438.87,39.01,19.71,
2022-11-21 00:00:00,USA,USA,US,376.77,444.73,37.89,19.33,
2022-11-22 00:00:00,USA,USA,US,382.98,451.20,37.36,17.83,
2022-11-23 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-11-24 00:00:00,USA,USA,US,339.43,399.48,45.52,23.35,
2022-11-25 00:00:00,USA,USA,US,330.64,388.51,47.49,23.97,
2022-11-26 00:00:00,USA,USA,US,337.78,397.60,45.90,22.74,
2022-11-27 00:00:00,USA,USA,US,333.30,392.46,46.70,23.48,
2022-11-28 00:00:00,USA,USA,US,338.65,400.59,44.74,22.99,
2022-11-29 00:00:00,USA,USA,US,319.37,379.32,47.41,26.51,
2022-11-30 00:00:00,USA,USA,US,334.03,396.76,44.26,23.64,
2022-12-01 00:00:00,USA,USA,US,338.83,403.23,43.02,23.31,
2022-12-02 00:00:00,USA,USA,US,320.12,381.89,46.19,26.27,
2022-12-03 00:00:00,USA,USA,US,332.75,394.47,44.95,23.28,
2022-12-04 00:00:00,USA,USA,US,355.12,419.93,41.34,19.75,
2022-12-05 00:00:00,USA,USA,US,346.88,411.28,42.29,22.24,
2022-12-06 00:00:00,USA,USA,US,370.25,437.58,38.58,18.27,
2022-12-07 00:00:00,USA,USA,US,385.07,454.15,36.46,15.79,
2022-12-08 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-12-09 00:00:00,USA,USA,US,368.41,436.10,38.85,18.19,
2022-12-10 00:00:00,USA,USA,US,376.56,444.50,38.09,16.95,
2022-12-11 00:00:00,USA,USA,US,376.12,444.39,37.95,16.36,
2022-12-12 00:00:00,USA,USA,US,342.01,406.47,42.85,22.49,
2022-12-13 00:00:00,USA,USA,US,331.37,393.36,45.39,25.75,
2022-12-14 00:00:00,USA,USA,US,347.42,411.57,42.98,23.45,
2022-12-15 00:00:00,USA,USA,US,368.02,434.83,39.56,19.69,
2022-12-16 00:00:00,USA,USA,US,349.75,413.90,42.62,23.48,
2022-12-17 00:00:00,USA,USA,US,362.29,426.17,41.88,22.26,
2022-12-18 00:00:00,USA,USA,US,382.51,447.24,39.90,20.34,
2022-12-19 00:00:00,USA,USA,US,391.91,458.66,38.16,19.72,
2022-12-20 00:00:00,USA,USA,US,409.72,479.16,34.98,16.46,
2022-12-21 00:00:00,USA,USA,US,417.63,488.62,33.27,14.99,
2022-12-22 00:00:00,USA,USA,US,382.15,447.38,39.50,21.31,
2022-12-23 00:00:00,USA,USA,US,395.10,463.71,37.11,20.47,
2022-12-24 00:00:00,USA,USA,US,424.17,499.57,32.50,16.57,
2022-12-25 00:00:00,USA,USA,US,419.07,491.34,33.92,16.42,
2022-12-26 00:00:00,USA,USA,US,409.45,478.71,36.29,17.85,
2022-12-27 00:00:00,USA,USA,US,394.69,461.41,39.02,20.21,
2022-12-28 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2022-12-29 00:00:00,USA,USA,US,335.51,395.89,46.41,24.97,
