Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-02-03 00:00:00,USA,USA,US,389.76,452.23,41.20,20.91,
2021-02-04 00:00:00,USA,USA,US,364.84,424.38,45.03,24.70,
2021-02-05 00:00:00,USA,USA,US,381.92,443.29,42.27,21.25,
2021-02-06 00:00:00,USA,USA,US,390.15,449.72,42.50,21.04,
2021-02-07 00:00:00,USA,USA,US,423.56,484.62,39.12,17.41,
2021-02-08 00:00:00,USA,USA,US,435.16,500.90,35.72,15.86,
2021-02-09 00:00:00,USA,USA,US,447.39,515.21,33.39,13.43,
2021-02-10 00:00:00,USA,USA,US,444.67,513.09,33.09,13.30,
2021-02-11 00:00:00,USA,USA,US,443.88,512.87,32.79,13.53,
2021-02-12 00:00:00,USA,USA,US,442.82,510.69,33.68,15.20,
2021-02-13 00:00:00,USA,USA,US,457.78,526.95,31.92,13.29,
2021-02-14 00:00:00,USA,USA,US,449.39,516.41,34.09,15.18,
2021-02-15 00:00:00,USA,USA,US,449.07,519.12,32.50,14.44,
2021-02-16 00:00:00,USA,USA,US,440.87,510.00,33.91,15.61,
2021-02-17 00:00:00,USA,USA,US,458.25,530.00,31.21,13.05,
2021-02-18 00:00:00,USA,USA,US,457.51,528.01,31.92,13.26,
2021-02-19 00:00:00,USA,USA,US,441.59,510.53,34.03,15.22,
2021-02-20 00:00:00,USA,USA,US,427.08,491.79,37.56,18.03,
2021-02-21 00:00:00,USA,USA,US,396.18,455.79,43.12,22.65,
2021-02-22 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-02-23 00:00:00,USA,USA,US,382.94,442.52,43.84,22.93,
2021-02-24 00:00:00,USA,USA,US,350.01,407.85,46.85,25.11,
2021-02-25 00:00:00,USA,USA,US,375.67,435.80,43.31,21.36,
2021-02-26 00:00:00,USA,USA,US,374.07,435.70,42.64,21.31,
2021-02-27 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-02-28 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-01 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-02 00:00:00,USA,USA,US,376.69,442.28,39.56,19.34,
2021-03-03 00:00:00,USA,USA,US,370.55,435.23,40.65,20.14,
2021-03-04 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-05 00:00:00,USA,USA,US,358.30,418.96,44.17,23.16,
2021-03-06 00:00:00,USA,USA,US,369.81,432.23,42.27,20.24,
2021-03-07 00:00:00,USA,USA,US,331.89,390.60,47.72,25.45,
2021-03-08 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-09 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-10 00:00:00,USA,USA,US,312.04,368.14,50.34,28.23,
2021-03-11 00:00:00,USA,USA,US,336.20,394.53,46.95,24.67,
2021-03-12 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-13 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-14 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-15 00:00:00,USA,USA,US,335.96,394.03,47.29,25.84,
2021-03-16 00:00:00,USA,USA,US,388.15,453.34,38.92,18.70,
2021-03-17 00:00:00,USA,USA,US,362.27,423.91,43.13,22.82,
2021-03-18 00:00:00,USA,USA,US,341.66,401.09,45.84,25.32,
2021-03-19 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-20 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-21 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-22 00:00:00,USA,USA,US,325.86,383.16,48.51,27.49,
2021-03-23 00:00:00,USA,USA,US,328.76,387.88,47.08,26.11,
2021-03-24 00:00:00,USA,USA,US,324.96,384.02,47.25,26.24,
2021-03-25 00:00:00,USA,USA,US,362.96,426.39,41.78,21.24,
2021-03-26 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-27 00:00:00,USA,USA,US,340.11,400.34,45.49,23.79,
2021-03-28 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-29 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-03-30 00:00:00,USA,USA,US,295.96,352.85,51.15,30.34,
2021-03-31 00:00:00,USA,USA,US,323.23,382.33,47.26,26.92,
2021-04-01 00:00:00,USA,USA,US,348.18,410.85,43.47,23.80,
2021-04-02 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-04-03 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-04-04 00:00:00,USA,USA,US,317.51,375.50,48.95,25.86,
2021-04-05 00:00:00,USA,USA,US,301.92,357.92,51.28,29.98,
2021-04-06 00:00:00,USA,USA,US,299.80,356.36,51.13,30.42,
2021-04-07 00:00:00,USA,USA,US,311.82,370.70,48.76,28.24,
2021-04-08 00:00:00,USA,USA,US,326.17,388.09,45.80,25.07,
2021-04-09 00:00:00,USA,USA,US,317.81,378.39,47.24,26.57,
2021-04-10 00:00:00,USA,USA,US,324.07,384.50,46.87,25.59,
2021-04-11 00:00:00,USA,USA,US,316.30,375.76,48.03,26.28,
2021-04-12 00:00:00,USA,USA,US,319.53,379.86,47.12,26.95,
2021-04-13 00:00:00,USA,USA,US,331.25,393.17,45.39,25.44,
2021-04-14 00:00:00,USA,USA,US,354.64,418.39,42.11,22.01,
2021-04-15 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-04-16 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-04-17 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-04-18 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-04-19 00:00:00,USA,USA,US,342.15,405.76,43.75,23.29,
2021-04-20 00:00:00,USA,USA,US,345.64,408.83,43.53,24.17,
2021-04-21 00:00:00,USA,USA,US,362.74,428.94,40.29,21.19,
2021-04-22 00:00:00,USA,USA,US,341.86,405.40,43.77,24.39,
2021-04-23 00:00:00,USA,USA,US,337.37,400.00,44.71,24.96,
2021-04-24 00:00:00,USA,USA,US,349.42,413.13,42.86,21.87,
2021-04-25 00:00:00,USA,USA,US,316.55,377.22,47.51,25.75,
2021-04-26 00:00:00,USA,USA,US,306.23,366.35,48.69,28.21,
2021-04-27 00:00:00,USA,USA,US,316.21,377.02,47.29,26.94,
2021-04-28 00:00:00,USA,USA,US,349.70,415.00,41.92,22.18,
2021-04-29 00:00:00,USA,USA,US,351.70,417.35,41.93,22.60,
2021-04-30 00:00:00,USA,USA,US,359.73,424.93,41.17,21.07,
2021-05-01 00:00:00,USA,USA,US,329.15,389.94,46.23,25.06,
2021-05-02 00:00:00,USA,USA,US,317.44,376.53,48.12,26.98,
2021-05-03 00:00:00,USA,USA,US,336.70,399.80,44.35,25.04,
2021-05-04 00:00:00,USA,USA,US,344.57,408.72,43.08,23.91,
2021-05-05 00:00:00,USA,USA,US,370.92,437.55,39.50,19.80,
2021-05-06 00:00:00,USA,USA,US,349.35,413.46,42.73,22.39,
2021-05-07 00:00:00,USA,USA,US,330.97,392.27,46.30,25.85,
2021-05-08 00:00:00,USA,USA,US,302.15,359.16,51.06,29.79,
2021-05-09 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-05-10 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-05-11 00:00:00,USA,USA,US,366.71,432.11,40.87,21.54,
2021-05-12 00:00:00,USA,USA,US,366.54,432.43,40.74,20.68,
2021-05-13 00:00:00,USA,USA,US,364.08,429.69,40.80,20.72,
2021-05-14 00:00:00,USA,USA,US,334.30,396.19,45.85,25.23,
2021-05-15 00:00:00,USA,USA,US,334.06,394.70,46.53,24.86,
2021-05-16 00:00:00,USA,USA,US,346.39,407.12,45.13,22.72,
2021-05-17 00:00:00,USA,USA,US,352.46,414.01,43.95,22.64,
2021-05-18 00:00:00,USA,USA,US,349.28,411.72,43.99,23.12,
2021-05-19 00:00:00,USA,USA,US,367.52,431.12,41.66,21.16,
2021-05-20 00:00:00,USA,USA,US,359.25,422.32,42.71,22.64,
2021-05-21 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-05-22 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-05-23 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-05-24 00:00:00,USA,USA,US,360.01,422.94,43.33,23.44,
2021-05-25 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-05-26 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-05-27 00:00:00,USA,USA,US,358.93,423.12,42.19,23.17,
2021-05-28 00:00:00,USA,USA,US,348.28,410.86,43.88,23.42,
2021-05-29 00:00:00,USA,USA,US,338.78,399.56,45.71,22.40,
2021-05-30 00:00:00,USA,USA,US,338.35,397.25,46.81,22.17,
2021-05-31 00:00:00,USA,USA,US,349.58,409.02,45.57,21.21,
2021-06-01 00:00:00,USA,USA,US,381.89,447.83,39.07,16.84,
2021-06-02 00:00:00,USA,USA,US,391.13,459.10,37.06,15.83,
2021-06-03 00:00:00,USA,USA,US,385.16,452.05,38.18,16.92,
2021-06-04 00:00:00,USA,USA,US,374.94,440.91,39.57,19.54,
2021-06-05 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-06-06 00:00:00,USA,USA,US,361.59,425.36,42.42,23.16,
2021-06-07 00:00:00,USA,USA,US,396.09,464.61,36.84,18.97,
2021-06-08 00:00:00,USA,USA,US,399.21,468.48,36.12,18.49,
2021-06-09 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-06-10 00:00:00,USA,USA,US,404.80,474.15,35.48,18.41,
2021-06-11 00:00:00,USA,USA,US,386.61,453.15,38.61,20.93,
2021-06-12 00:00:00,USA,USA,US,404.92,472.98,36.04,17.79,
2021-06-13 00:00:00,USA,USA,US,406.07,473.57,36.34,16.56,
2021-06-14 00:00:00,USA,USA,US,409.80,480.07,34.38,16.56,
2021-06-15 00:00:00,USA,USA,US,421.67,492.97,32.82,15.17,
2021-06-16 00:00:00,USA,USA,US,403.70,472.11,35.77,17.66,
2021-06-17 00:00:00,USA,USA,US,397.52,465.43,36.67,18.75,
2021-06-18 00:00:00,USA,USA,US,398.31,466.85,36.19,18.76,
2021-06-19 00:00:00,USA,USA,US,396.57,464.03,37.10,18.54,
2021-06-20 00:00:00,USA,USA,US,377.37,441.99,40.40,20.79,
2021-06-21 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-06-22 00:00:00,USA,USA,US,397.21,464.65,37.10,17.33,
2021-06-23 00:00:00,USA,USA,US,362.76,424.15,43.48,23.52,
2021-06-24 00:00:00,USA,USA,US,371.36,434.45,41.72,23.19,
2021-06-25 00:00:00,USA,USA,US,386.58,450.84,39.75,20.58,
2021-06-26 00:00:00,USA,USA,US,388.39,453.78,39.12,20.24,
2021-06-27 00:00:00,USA,USA,US,412.42,481.23,35.02,16.83,
2021-06-28 00:00:00,USA,USA,US,431.43,505.17,30.52,13.87,
2021-06-29 00:00:00,USA,USA,US,442.59,516.85,29.56,12.57,
2021-06-30 00:00:00,USA,USA,US,440.26,514.00,30.18,13.56,
2021-07-01 00:00:00,USA,USA,US,434.72,506.92,31.43,14.56,
2021-07-02 00:00:00,USA,USA,US,422.07,491.58,33.75,15.19,
2021-07-03 00:00:00,USA,USA,US,408.21,474.42,36.76,16.10,
2021-07-04 00:00:00,USA,USA,US,398.14,463.22,38.37,18.52,
2021-07-05 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-07-06 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-07-07 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-07-08 00:00:00,USA,USA,US,431.48,503.98,31.28,14.37,
2021-07-09 00:00:00,USA,USA,US,411.01,480.29,34.83,17.28,
2021-07-10 00:00:00,USA,USA,US,403.43,470.87,36.42,17.92,
2021-07-11 00:00:00,USA,USA,US,406.12,473.18,36.42,17.10,
2021-07-12 00:00:00,USA,USA,US,427.23,498.40,32.25,14.06,
2021-07-13 00:00:00,USA,USA,US,412.03,481.97,34.36,16.45,
2021-07-14 00:00:00,USA,USA,US,402.19,470.31,36.26,18.71,
2021-07-15 00:00:00,USA,USA,US,411.01,480.08,35.10,17.83,
2021-07-16 00:00:00,USA,USA,US,422.44,493.12,33.22,16.09,
2021-07-17 00:00:00,USA,USA,US,417.70,487.41,34.09,16.02,
2021-07-18 00:00:00,USA,USA,US,427.82,498.34,32.63,13.89,
2021-07-19 00:00:00,USA,USA,US,435.06,507.46,30.78,12.71,
2021-07-20 00:00:00,USA,USA,US,432.21,504.09,31.55,13.90,
2021-07-21 00:00:00,USA,USA,US,428.39,499.34,32.30,14.87,
2021-07-22 00:00:00,USA,USA,US,417.58,487.03,34.07,16.87,
2021-07-23 00:00:00,USA,USA,US,412.28,480.93,34.93,17.96,
2021-07-24 00:00:00,USA,USA,US,418.33,487.26,34.29,16.78,
2021-07-25 00:00:00,USA,USA,US,432.07,502.75,32.21,14.42,
2021-07-26 00:00:00,USA,USA,US,442.76,516.15,29.71,13.10,
2021-07-27 00:00:00,USA,USA,US,439.63,513.53,29.68,13.25,
2021-07-28 00:00:00,USA,USA,US,438.98,512.50,29.99,13.77,
2021-07-29 00:00:00,USA,USA,US,438.17,510.25,30.94,14.00,
2021-07-30 00:00:00,USA,USA,US,436.03,509.31,30.12,13.52,
2021-07-31 00:00:00,USA,USA,US,427.85,497.86,32.81,14.37,
2021-08-01 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-08-02 00:00:00,USA,USA,US,432.77,503.68,31.79,13.12,
2021-08-03 00:00:00,USA,USA,US,431.80,502.88,31.71,12.75,
2021-08-04 00:00:00,USA,USA,US,424.27,493.79,33.30,13.78,
2021-08-05 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-08-06 00:00:00,USA,USA,US,410.61,480.80,33.91,16.59,
2021-08-07 00:00:00,USA,USA,US,397.49,463.14,37.91,18.94,
2021-08-08 00:00:00,USA,USA,US,403.39,469.44,37.33,18.68,
2021-08-09 00:00:00,USA,USA,US,417.68,487.36,34.02,17.37,
2021-08-10 00:00:00,USA,USA,US,416.99,485.87,34.64,17.82,
2021-08-11 00:00:00,USA,USA,US,417.88,487.85,33.98,17.89,
2021-08-12 00:00:00,USA,USA,US,417.28,487.57,33.89,17.65,
2021-08-13 00:00:00,USA,USA,US,436.50,509.38,30.81,14.21,
2021-08-14 00:00:00,USA,USA,US,436.36,508.00,31.34,13.32,
2021-08-15 00:00:00,USA,USA,US,421.18,489.89,34.22,14.66,
2021-08-16 00:00:00,USA,USA,US,421.10,491.25,33.20,14.79,
2021-08-17 00:00:00,USA,USA,US,420.08,490.14,33.29,15.37,
2021-08-18 00:00:00,USA,USA,US,412.57,482.47,33.92,16.47,
2021-08-19 00:00:00,USA,USA,US,411.90,482.12,33.80,16.74,
2021-08-20 00:00:00,USA,USA,US,401.97,471.53,35.29,17.93,
2021-08-21 00:00:00,USA,USA,US,404.83,473.32,35.61,17.74,
2021-08-22 00:00:00,USA,USA,US,399.48,466.89,36.99,18.39,
2021-08-23 00:00:00,USA,USA,US,410.77,480.80,34.36,17.69,
2021-08-24 00:00:00,USA,USA,US,411.90,482.40,34.19,17.55,
2021-08-25 00:00:00,USA,USA,US,426.75,500.77,30.89,15.40,
2021-08-26 00:00:00,USA,USA,US,424.71,498.86,31.02,15.39,
2021-08-27 00:00:00,USA,USA,US,424.31,496.85,32.04,15.73,
2021-08-28 00:00:00,USA,USA,US,415.04,485.25,34.10,17.01,
2021-08-29 00:00:00,USA,USA,US,421.33,491.48,33.45,15.75,
2021-08-30 00:00:00,USA,USA,US,443.43,516.80,29.59,12.52,
2021-08-31 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-09-01 00:00:00,USA,USA,US,407.10,473.79,36.48,18.08,
2021-09-02 00:00:00,USA,USA,US,393.40,458.25,38.61,19.57,
2021-09-03 00:00:00,USA,USA,US,399.11,463.84,38.26,18.62,
2021-09-04 00:00:00,USA,USA,US,404.13,468.64,37.96,17.22,
2021-09-05 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-09-06 00:00:00,USA,USA,US,399.52,466.56,36.74,16.34,
2021-09-07 00:00:00,USA,USA,US,383.45,450.32,37.95,19.10,
2021-09-08 00:00:00,USA,USA,US,399.05,468.10,35.38,17.04,
2021-09-09 00:00:00,USA,USA,US,411.58,481.56,33.86,14.76,
2021-09-10 00:00:00,USA,USA,US,391.28,458.11,37.43,18.39,
2021-09-11 00:00:00,USA,USA,US,371.20,434.25,41.33,21.18,
2021-09-12 00:00:00,USA,USA,US,381.75,446.86,39.27,19.88,
2021-09-13 00:00:00,USA,USA,US,396.69,465.02,36.09,17.71,
2021-09-14 00:00:00,USA,USA,US,414.84,485.49,33.44,16.96,
2021-09-15 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-09-16 00:00:00,USA,USA,US,402.05,469.46,36.74,18.72,
2021-09-17 00:00:00,USA,USA,US,400.35,470.15,35.18,17.45,
2021-09-18 00:00:00,USA,USA,US,409.21,477.64,35.44,15.84,
2021-09-19 00:00:00,USA,USA,US,381.57,446.53,39.76,19.45,
2021-09-20 00:00:00,USA,USA,US,376.04,440.42,40.43,21.91,
2021-09-21 00:00:00,USA,USA,US,386.54,451.06,39.55,20.80,
2021-09-22 00:00:00,USA,USA,US,396.17,463.61,36.86,17.00,
2021-09-23 00:00:00,USA,USA,US,372.06,436.45,40.32,19.81,
2021-09-24 00:00:00,USA,USA,US,359.98,421.55,43.40,21.90,
2021-09-25 00:00:00,USA,USA,US,371.96,434.24,41.54,19.24,
2021-09-26 00:00:00,USA,USA,US,345.85,405.00,45.48,23.00,
2021-09-27 00:00:00,USA,USA,US,363.13,424.11,42.86,21.86,
2021-09-28 00:00:00,USA,USA,US,379.10,443.66,39.55,20.34,
2021-09-29 00:00:00,USA,USA,US,371.87,434.95,41.00,20.25,
2021-09-30 00:00:00,USA,USA,US,389.49,455.72,37.61,17.24,
2021-10-01 00:00:00,USA,USA,US,417.70,486.54,33.95,14.19,
2021-10-02 00:00:00,USA,USA,US,402.63,471.69,34.59,13.91,
2021-10-03 00:00:00,USA,USA,US,402.12,472.87,33.63,14.60,
2021-10-04 00:00:00,USA,USA,US,417.01,490.85,30.54,12.61,
2021-10-05 00:00:00,USA,USA,US,408.18,480.07,32.41,14.31,
2021-10-06 00:00:00,USA,USA,US,400.50,469.30,35.34,16.76,
2021-10-07 00:00:00,USA,USA,US,394.45,462.20,36.53,18.02,
2021-10-08 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-10-09 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-10-10 00:00:00,USA,USA,US,341.44,403.09,44.36,25.74,
2021-10-11 00:00:00,USA,USA,US,374.25,438.49,40.17,20.85,
2021-10-12 00:00:00,USA,USA,US,359.45,423.94,41.05,22.19,
2021-10-13 00:00:00,USA,USA,US,361.57,425.86,41.20,22.24,
2021-10-14 00:00:00,USA,USA,US,375.43,442.20,38.48,19.37,
2021-10-15 00:00:00,USA,USA,US,367.98,436.14,38.19,19.82,
2021-10-16 00:00:00,USA,USA,US,362.89,428.28,40.09,20.35,
2021-10-17 00:00:00,USA,USA,US,361.05,424.70,41.33,19.92,
2021-10-18 00:00:00,USA,USA,US,338.31,400.49,43.99,24.06,
2021-10-19 00:00:00,USA,USA,US,326.92,388.71,45.17,26.21,
2021-10-20 00:00:00,USA,USA,US,345.86,410.78,41.71,22.97,
2021-10-21 00:00:00,USA,USA,US,365.67,434.65,37.46,18.93,
2021-10-22 00:00:00,USA,USA,US,382.61,453.34,35.16,16.62,
2021-10-23 00:00:00,USA,USA,US,351.73,415.75,41.87,22.38,
2021-10-24 00:00:00,USA,USA,US,335.47,397.76,43.95,24.16,
2021-10-25 00:00:00,USA,USA,US,362.19,430.36,38.08,19.92,
2021-10-26 00:00:00,USA,USA,US,334.07,397.62,43.33,25.45,
2021-10-27 00:00:00,USA,USA,US,333.32,396.65,43.71,25.60,
2021-10-28 00:00:00,USA,USA,US,334.80,398.19,43.70,25.15,
2021-10-29 00:00:00,USA,USA,US,338.46,402.14,43.22,24.49,
2021-10-30 00:00:00,USA,USA,US,362.95,429.29,39.56,19.77,
2021-10-31 00:00:00,USA,USA,US,332.47,393.26,45.29,24.98,
2021-11-01 00:00:00,USA,USA,US,368.01,434.95,38.57,19.57,
2021-11-02 00:00:00,USA,USA,US,385.95,456.21,35.19,16.72,
2021-11-03 00:00:00,USA,USA,US,397.40,469.76,33.06,14.54,
2021-11-04 00:00:00,USA,USA,US,394.00,466.09,33.58,14.96,
2021-11-05 00:00:00,USA,USA,US,357.89,425.81,39.28,20.42,
2021-11-06 00:00:00,USA,USA,US,351.22,415.91,41.49,21.15,
2021-11-07 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-11-08 00:00:00,USA,USA,US,333.53,393.91,45.59,24.72,
2021-11-09 00:00:00,USA,USA,US,363.81,428.11,40.72,19.63,
2021-11-10 00:00:00,USA,USA,US,334.16,394.92,45.52,24.25,
2021-11-11 00:00:00,USA,USA,US,328.37,389.90,45.50,24.15,
2021-11-12 00:00:00,USA,USA,US,318.83,379.01,47.00,25.88,
2021-11-13 00:00:00,USA,USA,US,344.57,407.20,43.51,21.73,
2021-11-14 00:00:00,USA,USA,US,335.98,397.40,45.00,23.17,
2021-11-15 00:00:00,USA,USA,US,359.83,426.35,40.05,19.05,
2021-11-16 00:00:00,USA,USA,US,328.93,390.16,45.88,25.15,
2021-11-17 00:00:00,USA,USA,US,312.04,370.78,48.48,27.28,
2021-11-18 00:00:00,USA,USA,US,330.73,392.06,45.30,24.16,
2021-11-19 00:00:00,USA,USA,US,334.41,398.41,43.61,23.26,
2021-11-20 00:00:00,USA,USA,US,345.20,408.66,43.12,22.17,
2021-11-21 00:00:00,USA,USA,US,341.25,401.53,45.56,22.73,
2021-11-22 00:00:00,USA,USA,US,365.85,431.62,40.09,18.43,
2021-11-23 00:00:00,USA,USA,US,350.13,414.78,42.19,22.17,
2021-11-24 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-11-25 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-11-26 00:00:00,USA,USA,US,337.07,398.26,45.29,22.16,
2021-11-27 00:00:00,USA,USA,US,337.82,400.14,44.36,22.05,
2021-11-28 00:00:00,USA,USA,US,350.52,413.93,42.67,19.72,
2021-11-29 00:00:00,USA,USA,US,351.38,416.52,41.63,20.30,
2021-11-30 00:00:00,USA,USA,US,355.06,420.83,40.89,20.26,
2021-12-01 00:00:00,USA,USA,US,353.63,419.72,40.80,19.82,
2021-12-02 00:00:00,USA,USA,US,342.90,407.09,42.70,21.06,
2021-12-03 00:00:00,USA,USA,US,337.37,400.19,43.97,22.07,
2021-12-04 00:00:00,USA,USA,US,345.32,408.91,42.80,20.17,
2021-12-05 00:00:00,USA,USA,US,316.86,375.98,48.08,25.21,
2021-12-06 00:00:00,USA,USA,US,322.80,383.01,46.78,25.31,
2021-12-07 00:00:00,USA,USA,US,363.81,431.78,38.82,18.66,
2021-12-08 00:00:00,USA,USA,US,374.14,443.92,36.95,16.58,
2021-12-09 00:00:00,USA,USA,US,338.36,402.41,43.20,23.22,
2021-12-10 00:00:00,USA,USA,US,325.21,387.30,45.29,24.74,
2021-12-11 00:00:00,USA,USA,US,309.98,368.90,48.57,26.49,
2021-12-12 00:00:00,USA,USA,US,301.00,358.70,50.22,28.07,
2021-12-13 00:00:00,USA,USA,US,334.27,396.98,44.41,23.37,
2021-12-14 00:00:00,USA,USA,US,329.42,390.98,45.62,24.27,
2021-12-15 00:00:00,USA,USA,US,299.68,357.98,49.88,28.14,
2021-12-16 00:00:00,USA,USA,US,319.23,380.23,46.64,24.50,
2021-12-17 00:00:00,USA,USA,US,339.78,403.12,43.64,21.36,
2021-12-18 00:00:00,USA,USA,US,332.01,393.16,45.70,22.87,
2021-12-19 00:00:00,USA,USA,US,347.22,410.96,43.17,20.73,
2021-12-20 00:00:00,USA,USA,US,346.48,412.81,41.45,21.03,
2021-12-21 00:00:00,USA,USA,US,363.38,432.35,38.42,18.12,
2021-12-22 00:00:00,USA,USA,US,361.74,428.26,40.12,19.07,
2021-12-23 00:00:00,USA,USA,US,,,,,Data is not complete enough to be published.
2021-12-24 00:00:00,USA,USA,US,297.31,352.71,51.97,28.81,
2021-12-25 00:00:00,USA,USA,US,318.42,374.09,50.03,24.81,
2021-12-26 00:00:00,USA,USA,US,318.20,374.30,49.70,24.26,
2021-12-27 00:00:00,USA,USA,US,316.87,375.06,48.22,25.11,
2021-12-28 00:00:00,USA,USA,US,325.75,385.35,46.76,24.31,
2021-12-29 00:00:00,USA,USA,US,359.55,423.40,41.40,19.10,
